File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal
DCB_se3_ag1_m_01_2,395,DCB_se3_ag1_m_01,463.0358,466.0954,3.0596,"And it was like, RD-NAME-2 oh we already know you not gonna be going, your parents ain't going for that.",1,0,12.91284488,12.5,5.5
DCB_se3_ag1_m_01_2,403,DCB_se3_ag1_m_01,472.1855,476.6016,4.4161,"If I go to that party, that might- that party may be the very party that mess up my life for the rest.",1,0,19.7469305,19.34,4.75
DCB_se3_ag1_m_01_2,405,DCB_se3_ag1_m_01,478.1988,481.0157,2.8169,It won't be no going to Hampton no becoming no lawyer.,1,0,12.76272945,12.49,5.0
DCB_se3_ag1_m_01_2,407,DCB_se3_ag1_m_01,482.5706,485.4909,2.9203,"It won't be none of that, it'll be behind somebody's prison bars.",2,0,25.13734399,24.02,26.5
DCB_se3_ag2_f_01_1,1,DCB_int_01,0.4168,2.4876,2.0708,"How does it feel to be a- uh, Halloween baby?",1,0,18.30239693,17.59,9.0
DCB_se3_ag2_f_01_1,415,DCB_se3_ag2_f_01,482.2099,487.3535,5.1436,"when we- my parents first showed us the house, I was really impressed just because I never thought we'd be able to live",1,0,12.92906007,12.33,7.5
DCB_se3_ag2_f_01_1,703,DCB_se3_ag2_f_01,799.2763,801.0531,1.7768,would also be really interesting to do.,1,0,8.51667747,8.26,5.75
DCB_se3_ag2_f_01_1,752,DCB_se3_ag2_f_01,848.4726,853.2621,4.7895,"And I'm like really good with people so I feel like I'd be better working with actual patients and like,",1,0,17.62905383,16.78,17.0
DCB_se3_ag2_f_01_1,857,DCB_se3_ag2_f_01,966.2669,971.3537,5.0868,"I don't know, that would just like, be silent and like follow all the rules and stuff.",1,0,19.67274341,18.71,10.5
DCB_se3_ag2_f_01_1,1282,DCB_se3_ag2_f_01,1446.9153,1448.869,1.9537,I knew I'd be good with it- good at it,1,0,13.15576513,12.72,6.25
DCB_se3_ag2_f_01_1,1361,DCB_se3_ag2_f_01,1522.3061,1525.8284,3.5223,"Um, but next year I'm gonna be in RD-WORK-3 with, uh, upperclassmen",1,0,14.48177521,14.18,14.0
DCB_se3_ag2_f_01_1,1370,DCB_int_01,1533.0389,1534.2636,1.2247,Oh you're not gonna be an RA next year.,1,0,16.76486381,16.45,22.25
DCB_se3_ag2_f_01_1,1373,DCB_se3_ag2_f_01,1535.1697,1536.3907,1.221,I'm gonna just be in like,1,0,12.7395619,12.39,22.5
DCB_se3_ag2_f_01_1,1377,DCB_se3_ag2_f_01,1537.4179,1538.6567,1.2388,So I'll be living with other people.,1,0,16.00334167,15.73,9.0
DCB_se3_ag2_f_01_1,1434,DCB_int_01,1597.8851,1599.9238,2.0387,do you- how do you think it'll be with upperclassmen?,1,0,16.85646484,16.49,21.0
DCB_se3_ag2_f_01_1,1441,DCB_se3_ag2_f_01,1604.3594,1606.5255,2.1661,be more intentional with my interactions,1,0,10.8850756,10.64,6.0
DCB_se3_ag2_f_01_1,1445,DCB_se3_ag2_f_01,1608.2569,1611.0389,2.782,maybe they won't be as actively in like seeking me out.,1,0,17.60572178,16.97,7.75
DCB_se3_ag2_f_01_1,1451,DCB_se3_ag2_f_01,1615.0002,1617.8389,2.8387,I think it'll be better in some ways just because I'll be more-,2,0,13.83747732,13.36,5.25
DCB_se3_ag2_f_01_1,1465,DCB_se3_ag2_f_01,1636.3202,1637.7289,1.4087,as helpful as I can be for them.,1,0,13.91758816,13.54,15.0
DCB_se3_ag2_f_01_1,1507,DCB_se3_ag2_f_01,1676.0479,1677.4424,1.3945,for what my schedule's gonna be,1,0,11.06515354,10.75,7.75
DCB_se3_ag2_f_01_1,1537,DCB_int_01,1706.7204,1710.7058,3.9854,"but I also had upperclassmen, and you do have to be more intentional. And they'll need you",1,0,14.82314861,14.5,6.25
DCB_se3_ag2_f_01_1,1548,DCB_se3_ag2_f_01,1718.7629,1719.7044,0.9415,"to have to be like,",1,0,14.08804108,13.98,16.0
DCB_se3_ag2_f_01_1,1569,DCB_se3_ag2_f_01,1742.5222,1746.2457,3.7235,which I agree I should go to grad school. I don't necessarily know if it should be right after,1,0,18.43285663,18.28,9.75
DCB_se3_ag2_f_01_1,1742,DCB_se3_ag2_f_01,1925.3225,1929.1876,3.8651,"Um, so like I like going places where I know there's gonna be parking and just like",1,0,21.96586157,21.78,19.5
DCB_se3_ag2_f_01_1,1768,DCB_se3_ag2_f_01,1957.9063,1960.306,2.3997,Actually April sixth will be a full year,1,0,14.46195715,13.87,6.25
DCB_se3_ag2_f_01_1,1953,DCB_se3_ag2_f_01,2161.0214,2163.2513,2.2299,he'd be a- doing the things he does,1,0,16.30327201,15.76,8.0
DCB_se3_ag2_f_01_1,2007,DCB_se3_ag2_f_01,2216.9327,2219.3154,2.3827,"you actually have to be like emotionally present and like,",1,0,13.6266911,12.63,6.0
DCB_se3_ag2_f_01_1,2025,DCB_se3_ag2_f_01,2235.1239,2239.0106,3.8867,"so like he can be nice but he can also be very mean.  And like,",2,0,11.70185287,11.18,6.75
DCB_se3_ag2_f_01_1,2365,DCB_se3_ag2_f_01,2594.2461,2597.4428,3.1967,"could eat at McDonald's and like, get a fish fillet and be content with life.",1,0,18.34473048,18.14,6.25
DCB_se3_ag2_f_01_1,2381,DCB_se3_ag2_f_01,2612.8761,2616.2427,3.3666,"So he'll be like, oh yeah, like I'll go wherever you guys wanna go. And then when we tell him,",1,0,11.46569432,11.36,5.5
DCB_se3_ag2_f_01_1,2409,DCB_se3_ag2_f_01,2636.0691,2639.1384,3.0693,that she probably shouldn't be wearing anymore but she just wears them because they're there.,1,0,15.78873841,15.62,8.25
DCB_se3_ag2_f_01_1,2670,DCB_se3_ag2_f_01,2933.1809,2934.6604,1.4795,Like I don't wanna be here anymore.,1,0,11.63939641,11.28,22.25
DCB_se3_ag2_f_01_1,2776,DCB_int_01,3050.3593,3051.7539,1.3946,What does it mean to be black enough?,1,0,12.8508814,12.44,11.0
DCB_se3_ag2_f_01_1,2845,DCB_int_01,3137.0918,3140.7345,3.6427,"Mm, that would be interesting for you to write about this in one of your reflections",1,0,15.27427943,14.09,7.0
DCB_se3_ag2_f_01_1,2913,DCB_int_01,3219.2159,3223.255,4.0391,Were you not close at- I mean not because y'all are just from DC y'all should be automatic friends.,1,0,13.28334631,12.99,10.5
DCB_se3_ag3_f_01_1,143,DCB_se3_ag3_f_01,221.2069,224.8218,3.6149,Does that part have to be on the website or whatever you guys are doing?,1,0,25.15665669,23.97,9.75
DCB_se3_ag3_f_01_1,149,DCB_se3_ag3_f_01,228.4087,229.137,0.7283,might be easy to,1,0,25.7323236,22.2,26.5
DCB_se3_ag3_f_01_1,434,DCB_se3_ag3_f_01,625.446,629.0557,3.6097,essays on that and to be honest it was kind of playing the,1,0,47.30088915,40.95,37.25
DCB_se3_ag3_f_01_1,600,DCB_se3_ag3_f_01,861.8151,862.5231,0.708,to be,1,0,21.17881251,19.77,15.25
DCB_se3_ag3_f_01_1,604,DCB_se3_ag3_f_01,864.8697,868.8916,4.0219,"the one to be teased, especially for how I talk, so I used that. I was like, okay well,",1,0,24.41447762,23.52,8.5
DCB_se3_ag3_f_01_1,1076,DCB_se3_ag3_f_01,1514.7372,1515.8817,1.1445,just to be able to learn.,1,0,100.0,100.0,32.75
DCB_se3_ag3_f_01_1,1566,DCB_se3_ag3_f_01,2222.1197,2227.445,5.3253,"where they were so slow that like, everyone else would be done and they'd get like the pity clap.",1,0,39.80375633,37.36,42.25
DCB_se3_ag3_f_01_1,1598,DCB_se3_ag3_f_01,2276.0529,2279.4105,3.3576,"who used to be with the team that I had stayed with, he wasn't even",1,0,31.49139573,30.47,11.25
DCB_se3_ag3_f_01_1,1646,DCB_se3_ag3_f_01,2359.3754,2363.4985,4.1231,"I was not an over-achiever when it came to swimming, that was just supposed to be something social",1,0,26.98684556,26.57,14.5
DCB_se3_ag3_f_01_1,1983,DCB_se3_ag3_f_01,2790.3691,2794.8745,4.5054,"beat over my head. So, you don't wanna be like me you know, I was",1,0,34.60195381,34.0,18.0
DCB_se3_ag3_f_01_1,1999,DCB_se3_ag3_f_01,2813.268,2816.088,2.82,I'll- I'll be quiet. Karma's awful so let me just be quiet.,2,0,100.0,66.47,25.75
DCB_se3_ag3_f_01_1,2007,DCB_se3_ag3_f_01,2824.3499,2830.2878,5.9379,"but you'd get some kind of severance, and it was right when I was about to go to law school and I would never wish to be like,",1,0,27.31746373,25.25,10.0
DCB_se3_ag3_f_01_1,2043,DCB_se3_ag3_f_01,2882.0708,2884.2084,2.1376,"we have gone to law school with, you'll be fine.",1,0,28.87594537,25.67,6.25
DCB_se3_ag3_f_01_1,2051,DCB_se3_ag3_f_01,2890.8573,2894.6313,3.774,started taking the test and all that stuff so that had to be two thousand-,1,0,45.29189238,41.34,26.5
DCB_se3_ag3_f_01_1,2162,DCB_se3_ag3_f_01,3026.4722,3028.6916,2.2194,people who'd be listening to this are with document review but,1,0,29.23146139,26.46,11.0
DCB_se3_ag3_f_01_1,2166,DCB_se3_ag3_f_01,3033.0417,3039.5825,6.5408,"litigating, there are all these documents that have to be reviewed whether it's privileged, confidential, things like that.",1,0,49.30168152,47.76,20.5
DCB_se3_ag3_f_01_1,2226,DCB_int_01,3109.5013,3112.7409,3.2396,So these questions are not gonna be chronologi- they're just gonna be kind of random.,2,0,22.86049988,20.63,5.25
DCB_se3_ag3_f_01_1,2244,DCB_se3_ag3_f_01,3133.0698,3137.4648,4.395,"as I should be, I mean growing up there was always a trip to a museum.",1,0,23.07695271,22.23,8.25
DCB_se3_ag3_f_01_1,2246,DCB_se3_ag3_f_01,3138.0032,3140.623,2.6198,"But if you ask me anything about that now I'd be like, Mm-mm-mm. ",1,0,31.94474961,30.49,25.0
DCB_se3_ag3_f_01_1,2433,DCB_se3_ag3_f_01,3367.6083,3370.4189,2.8106,I don't mean that to be racist I just mean that like,1,0,41.05050372,37.8,34.5
DCB_se3_ag3_f_01_1,2535,DCB_se3_ag3_f_01,3510.804,3511.9948,1.1908,it would be-,1,0,30.23617573,27.86,32.5
DCB_se3_ag3_f_01_1,2587,DCB_se3_ag3_f_01,3568.9608,3570.0382,1.0774,we won't be here at all,1,0,33.46681026,31.88,15.5
DCB_se3_ag3_f_01_1,2965,DCB_se3_ag3_f_01,4074.3879,4075.0865,0.6986,then they'd be like-,1,0,27.40336537,23.92,24.75
DCB_se3_ag3_f_01_1,2971,DCB_se3_ag3_f_01,4077.4718,4083.8478,6.376,"like, one of my friends who from college bring her home and she would come home and visit with me and she'd be like, what is this?",1,0,33.44213151,30.61,13.5
DCB_se3_ag3_f_01_1,2973,DCB_se3_ag3_f_01,4084.445,4088.6957,4.2507,"She didn't say, what is this she knew what it was cause she had family here but she would be like, every time I hear this I don't get it.",1,0,23.58982798,23.17,19.25
DCB_se3_ag3_f_01_1,3157,DCB_int_01,4346.2832,4348.5859,2.3027,"if you could leave one piece of advice, what would it be?",1,0,22.40865145,19.71,14.5
DCB_se3_ag3_f_01_1,3216,DCB_se3_ag3_f_01,4425.1625,4427.2212,2.0587,don't be afraid to think of that.,1,0,100.0,100.0,41.75
DCB_se3_ag3_f_01_1,3222,DCB_se3_ag3_f_01,4433.38,4436.5671,3.1871,"So that- that probably'd be the advice I'd give, think about what you really wanna do,",1,0,51.74914315,47.89,29.5
DCB_se3_ag3_f_01_1,3228,DCB_se3_ag3_f_01,4442.296,4443.1451,0.8491,don't be,1,0,52.87823151,38.88,25.75
DCB_se3_ag3_f_02_1,178,DCB_int_01,215.3232,223.0615,7.7383,"the neighborhood that you most connect with when you were little, and it may be two or three different ones. So tell me kind of about growing up, maybe your house, kind of the street you lived on.",1,0,14.55724303,13.56,9.75
DCB_se3_ag3_f_02_1,257,DCB_se3_ag3_f_02,299.9471,301.4352,1.4881,"um, and that's how it should be",1,0,20.37345308,20.13,18.5
DCB_se3_ag3_f_02_1,286,DCB_se3_ag3_f_02,324.551,326.0358,1.4848,"how to be with my kids, if ever.",1,0,22.56495952,22.01,24.25
DCB_se3_ag3_f_02_1,288,DCB_se3_ag3_f_02,326.4996,330.2975,3.7979,"Luckily they taught me enough to be like, you need to get a education so you never have to",1,0,22.91998525,22.28,6.75
DCB_se3_ag3_f_02_1,340,DCB_int_01,377.8537,379.231,1.3773,how did that cause you to be different,1,0,16.48998381,15.52,11.75
DCB_se3_ag3_f_02_1,347,DCB_se3_ag3_f_02,389.8303,392.543,2.7127,So my peer groups tend to be older because I can,1,0,32.26098542,31.21,25.25
DCB_se3_ag3_f_02_1,387,DCB_se3_ag3_f_02,434.0925,434.9334,0.8409,I'm supposed to be entrepreneur.,1,0,22.49597732,21.72,18.75
DCB_se3_ag3_f_02_1,485,DCB_se3_ag3_f_02,557.9771,559.4886,1.5115,playing with the friends I chose to be with.,1,0,20.58266587,20.0,27.0
DCB_se3_ag3_f_02_1,487,DCB_se3_ag3_f_02,559.7789,561.207,1.4281,"I'd be like, well, I ain't got nobody else play play with y'all.",1,0,17.10082284,16.77,25.75
DCB_se3_ag3_f_02_1,502,DCB_se3_ag3_f_02,571.2918,575.6502,4.3584,"they had to sacrifice, they had to like, drive far to take me to be around the type of kids that",1,0,20.30203634,20.08,26.25
DCB_se3_ag3_f_02_1,542,DCB_se3_ag3_f_02,611.654,613.6969,2.0429,"hide and seek unless we was gonna be seeking,",1,0,21.00749969,20.38,20.5
DCB_se3_ag3_f_02_1,589,DCB_se3_ag3_f_02,660.6983,661.6726,0.9743,"that's gonna be my house,",1,0,20.25856951,19.96,17.25
DCB_se3_ag3_f_02_1,591,DCB_se3_ag3_f_02,662.0663,663.124,1.0577,that's gonna be my whatever .,1,0,15.3904568,15.06,20.5
DCB_se3_ag3_f_02_1,670,DCB_int_01,742.7327,748.5225,5.7898,"Was RD-SCHOOL-3 because your parents wanted you to be exposed, or did y'all move over to that area? Why'd you start there and then end up RD-SCHOOL-3?",1,0,19.60652304,19.0,13.0
DCB_se3_ag3_f_02_1,964,DCB_se3_ag3_f_02,1019.0134,1022.8371,3.8237,"the principal is- looks at my record and he sees the grades and he's like, oh you'll be great.",1,0,22.80613358,22.32,9.0
DCB_se3_ag3_f_02_1,988,DCB_se3_ag3_f_02,1041.1049,1042.4228,1.3179,"well, she's supposed to be in Suitland,",1,0,20.44731902,20.07,10.25
DCB_se3_ag3_f_02_1,1156,DCB_se3_ag3_f_02,1206.0083,1208.5741,2.5658,"she said, your legs wouldn't be broken right now if you hadn't",1,0,19.13181662,18.82,16.25
DCB_se3_ag3_f_02_1,1176,DCB_se3_ag3_f_02,1222.7125,1223.5567,0.8442,You- you couldn't be,1,0,22.22752454,20.79,22.0
DCB_se3_ag3_f_02_1,1211,DCB_se3_ag3_f_02,1249.4785,1251.971,2.4925,"You- you know, you- you wanna be a millionaire, you go hang around millionaires.",1,0,14.8937958,14.44,30.75
DCB_se3_ag3_f_02_1,1217,DCB_se3_ag3_f_02,1254.9914,1256.9733,1.9819,"So, you gotta hang around what you wanna be.",1,0,21.91388846,21.37,29.5
DCB_se3_ag3_f_02_1,1219,DCB_se3_ag3_f_02,1257.4872,1261.0481,3.5609,"And that's what I decided to do. I was like, you know what, I don't wanna be running people over",1,0,17.35581389,17.03,6.0
DCB_se3_ag3_f_02_1,1223,DCB_se3_ag3_f_02,1263.4671,1266.7378,3.2707,"I don't wanna be pushing nobody on train tracks, you know, I don't wanna be doing stuff like that  so.",2,0,18.95942678,18.7,8.5
DCB_se3_ag3_f_02_1,1247,DCB_se3_ag3_f_02,1287.8275,1291.6387,3.8112,But I'm networking and I'm getting with the types of people that I wanna be around.,1,0,25.38852405,24.49,23.0
DCB_se3_ag3_f_02_1,1261,DCB_se3_ag3_f_02,1301.5066,1308.8079,7.3013,"you know, to where you go work for a place it's because you just want to now cause you have to. I'm here because I want to be. I don't have to be here, I make more money in my own business.",2,0,26.44665899,25.72,11.0
DCB_se3_ag3_f_02_1,1287,DCB_se3_ag3_f_02,1329.8008,1331.4032,1.6024,"I didn't wanna be one of those, um, people",1,0,26.23829429,25.3,27.0
DCB_se3_ag3_f_02_1,1359,DCB_se3_ag3_f_02,1400.8766,1402.3413,1.4647,"Cause I was like, I'm not gonna be here forever.",1,0,22.24028213,21.59,30.5
DCB_se3_ag3_f_02_1,1377,DCB_se3_ag3_f_02,1413.7708,1418.4428,4.672,"Um, I didn't quite no what my path was gonna be other than that I'm'a just get my education and see where it takes me.",1,0,23.66872869,23.32,27.75
DCB_se3_ag3_f_02_1,1453,DCB_se3_ag3_f_02,1493.012,1493.6434,0.6314,and just be,1,0,17.46718993,16.8,19.75
DCB_se3_ag3_f_02_1,1457,DCB_se3_ag3_f_02,1495.4585,1495.959,0.5005,Just be,1,0,30.52566481,27.74,32.75
DCB_se3_ag3_f_02_1,1459,DCB_se3_ag3_f_02,1496.1325,1497.2085,1.076,"morbid. And just be like,",1,0,24.57374665,23.02,18.25
DCB_se3_ag3_f_02_1,1557,DCB_int_01,1580.6497,1583.7057,3.056,"Okay, well we're not that. We won't- we won't be that, so you're good.",1,0,24.86888593,24.04,12.25
DCB_se3_ag3_f_02_1,1589,DCB_se3_ag3_f_02,1618.7117,1619.8503,1.1386,And I would just be sitting and-,1,0,25.90800034,25.51,36.0
DCB_se3_ag3_f_02_1,1595,DCB_se3_ag3_f_02,1623.317,1628.1125,4.7955,"you work closely with your district managers, they're your- they're your business partners. Like, RD-NAME-3 would be a business partner to me.",1,0,25.73830243,25.09,19.5
DCB_se3_ag3_f_02_1,1627,DCB_se3_ag3_f_02,1653.6306,1655.7005,2.0699,that's when I learned that people can be very creative,1,0,18.30294554,17.65,19.0
DCB_se3_ag3_f_02_1,1739,DCB_se3_ag3_f_02,1765.285,1767.6807,2.3957,"willing to help you be better,",1,0,20.2227857,19.6,8.5
DCB_se3_ag3_f_02_1,1741,DCB_se3_ag3_f_02,1768.3346,1769.7469,1.4123,"and people are willing to just be better,",1,0,18.89730421,18.38,6.75
DCB_se3_ag3_f_02_1,1781,DCB_se3_ag3_f_02,1802.0224,1803.961,1.9386,"I am moving, I can't be here,",1,0,22.00438096,21.4,29.5
DCB_se3_ag3_f_02_1,1811,DCB_se3_ag3_f_02,1828.2064,1831.447,3.2406,"Um, and it was- it was really good for me to just be there for a little bit before I purchased.",1,0,20.46764079,19.99,21.75
DCB_se3_ag3_f_02_1,1848,DCB_se3_ag3_f_02,1862.0576,1866.1049,4.0473,"a lot of safety things. You know, you- you can't just be like you on the prairie and just be free for all.",2,0,24.32998845,23.51,31.75
DCB_se3_ag3_f_02_1,1856,DCB_se3_ag3_f_02,1869.846,1871.2674,1.4214,and not be so,1,0,21.60173297,20.99,23.75
DCB_se3_ag3_f_02_1,1900,DCB_se3_ag3_f_02,1910.2611,1912.4666,2.2055,"urban areas that are just more of a struggle to be in,",1,0,17.74544873,17.52,11.75
DCB_se3_ag3_f_02_1,1910,DCB_se3_ag3_f_02,1919.0171,1923.1153,4.0982,"you know, stop being- stop playing like it's a fairytale, when it really should be the opposite. You should",1,0,21.26922548,20.72,26.0
DCB_se3_ag3_f_02_1,1916,DCB_se3_ag3_f_02,1927.9475,1929.7125,1.765,"all the time, cause eventually it's gonna be.",1,0,22.2845588,21.45,6.25
DCB_se3_ag3_f_02_1,2043,DCB_se3_ag3_f_02,2038.3799,2042.2578,3.8779,"the museums and the- the other exhibits and things when I should be able to,",1,0,15.78521413,15.35,8.25
DCB_se3_ag3_f_02_1,2214,DCB_se3_ag3_f_02,2229.4923,2234.5881,5.0958,"Never felt like it then I just wanted to be like, I hope they got insurance, but I never felt like it then. ",1,0,26.27326618,25.54,6.5
DCB_se3_ag3_f_02_1,2252,DCB_se3_ag3_f_02,2275.8841,2278.9938,3.1097,"be seen with their family. And it's- then I have to be the one saying, but do you guys have a picture?",2,0,15.55142187,15.11,20.25
DCB_se3_ag3_f_02_1,2285,DCB_se3_ag3_f_02,2316.8197,2321.1973,4.3776,"So he would try everything, I mean, you could just be like, flat like a pancake and he would try",1,0,21.91531401,21.28,24.25
DCB_se3_ag3_f_02_1,2313,DCB_se3_ag3_f_02,2347.4937,2350.4866,2.9929,"so we would be like, Mr. RD-NAME-3, there's nothing we can do with them.",1,0,26.50570058,25.87,30.75
DCB_se3_ag3_f_02_1,2315,DCB_se3_ag3_f_02,2350.9304,2353.07,2.1396,"And he would just be so upset, but he knew that it was-",1,0,19.86837548,19.24,26.25
DCB_se3_ag3_f_02_1,2319,DCB_se3_ag3_f_02,2354.835,2356.3198,1.4848,So then it would be my job to,1,0,18.69560953,18.42,29.0
DCB_se3_ag3_f_02_1,2329,DCB_se3_ag3_f_02,2362.3432,2365.6845,3.3413,"but to let them know that we're not gonna be able to have open casket, do you have a picture?",1,0,24.27741086,23.66,8.0
DCB_se3_ag3_f_02_1,2395,DCB_se3_ag3_f_02,2430.6629,2434.6268,3.9639,"First of all, I can only listen to go go music for five minutes, and that's how long the song should be.",1,0,27.60471235,27.04,31.0
DCB_se3_ag3_f_02_1,2399,DCB_se3_ag3_f_02,2437.7173,2438.7746,1.0573,"Okay, I would be like,",1,0,14.74942702,14.58,29.5
DCB_se3_ag3_f_02_1,2491,DCB_se3_ag3_f_02,2526.9065,2528.4502,1.5437,"song, but they went on to be with Salt-n-Pepa.",1,0,23.23361945,22.71,26.0
DCB_se3_ag3_f_02_1,2532,DCB_se3_ag3_f_02,2563.387,2566.8236,3.4366,"What I'm'a do Simple City, Simple City and Eastgate beef, but I be around both areas ",1,1,17.32737907,17.05,6.25
DCB_se3_ag3_f_02_1,2550,DCB_se3_ag3_f_02,2579.0071,2582.9351,3.928,"Oh my gosh, so now mumbo sauce, it used to be just a DC thing, but Chicago will argue.",1,0,17.36536142,17.14,11.25
DCB_se3_ag3_f_02_1,2552,DCB_se3_ag3_f_02,2583.3422,2584.9471,1.6049,But it used to be just a DC thing.,1,0,23.08313774,22.63,22.0
DCB_se3_ag3_f_02_1,2670,DCB_se3_ag3_f_02,2697.1487,2699.4242,2.2755,"the wharf for example, where it used to be Phillips,",1,0,22.87730203,22.28,24.25
DCB_se3_ag3_f_02_1,2692,DCB_se3_ag3_f_02,2717.4209,2717.8688,0.4479,"to be like,",1,0,14.64743729,14.43,4.5
DCB_se3_ag3_f_02_1,2858,DCB_se3_ag3_f_02,2876.2011,2878.6435,2.4424,"And, you know, cause they have to, cause you got people paying to be here.",1,0,15.933106,15.59,7.25
DCB_se3_ag3_f_02_1,2932,DCB_se3_ag3_f_02,2935.09,2938.907,3.817," it wasn't controlling environments where a kid can really be a kid, basically.",1,0,20.16932686,19.42,7.5
DCB_se3_ag3_f_02_1,2968,DCB_se3_ag3_f_02,2975.7387,2978.131,2.3923,I wouldn't be surprised that's say that so people would be more-,2,0,21.55434138,20.91,22.75
DCB_se3_ag3_f_02_1,3038,DCB_se3_ag3_f_02,3042.3082,3044.3536,2.0454,"I would be one of those people that would purchase like,",1,0,24.03708875,23.71,29.0
DCB_se3_ag3_f_02_1,3120,DCB_se3_ag3_f_02,3131.7035,3132.3007,0.5972,are gonna be there,1,0,10.83536489,10.42,3.75
DCB_se3_ag3_f_02_1,3134,DCB_se3_ag3_f_02,3144.2515,3145.9899,1.7384,I'd rather be in a place where everybody,1,0,18.9296163,18.64,25.5
DCB_se3_ag3_f_02_1,3163,DCB_se3_ag3_f_02,3172.886,3174.5451,1.6591,can be one thing and vice versa.,1,0,17.78390758,17.11,22.75
DCB_se3_ag3_f_02_1,3289,DCB_se3_ag3_f_02,3273.2845,3275.4933,2.2088,"you not from here. It's like, I wouldn't be considered dark in DR.",1,0,28.0286567,27.59,13.0
DCB_se3_ag3_f_02_1,3297,DCB_se3_ag3_f_02,3279.795,3280.7926,0.9976,You would be borderline.,1,0,17.72395691,17.18,17.25
DCB_se3_ag3_f_02_1,3305,DCB_se3_ag3_f_02,3286.1854,3286.9528,0.7674,"He could be like,",1,0,19.92878648,19.64,28.5
DCB_se3_ag3_f_02_1,3308,DCB_se3_ag3_f_02,3289.6662,3290.6138,0.9476,"and he would be considered,",1,0,13.69649428,13.63,21.5
DCB_se3_ag3_f_02_1,3350,DCB_se3_ag3_f_02,3320.3869,3323.9738,3.5869,Some of the white people that think they're better is because they was taught they were better. Now that could be a good and a bad thing.,1,0,23.24540253,22.59,26.0
DCB_se3_ag3_f_02_1,3372,DCB_se3_ag3_f_02,3342.1014,3342.7854,0.684,"to be better,",1,0,17.30514469,16.76,24.5
DCB_se3_ag3_m_01_1,262,DCB_se3_ag3_m_01,253.9646,259.4004,5.4358,"we would um, also have to avoid certain things in the a- in the streets that we knew we weren't supposed to be involved in.",1,0,18.45407581,17.86,7.75
DCB_se3_ag3_m_01_1,690,DCB_se3_ag3_m_01,661.3072,662.3656,1.0584,I didn't know later I would be,1,0,14.40858045,14.13,4.0
DCB_se3_ag3_m_01_1,934,DCB_se3_ag3_m_01,890.617,895.6156,4.9986,"species number three. It be me little ST, the baddest one of them all, finna make them snakes fall. ",1,0,19.84483539,19.37,4.75
DCB_se3_ag3_m_01_1,948,DCB_se3_ag3_m_01,908.5004,910.4868,1.9864,I grew up listening to it but I never thought I would be rapping.,1,0,21.93884446,21.37,22.5
DCB_se3_ag3_m_01_1,998,DCB_se3_ag3_m_01,960.5851,963.2278,2.6427,"And at twelve, I was like, man, my life would be better if I'm not in it.",1,0,18.58867732,18.23,6.5
DCB_se3_ag3_m_01_1,1016,DCB_se3_ag3_m_01,982.6034,987.5589,4.9555,"Um, I didn't know I'd be a speaker that travels around the country and talks to kids and be a pastor here in DC and",2,0,19.28501122,,
DCB_se3_ag3_m_01_1,1018,DCB_se3_ag3_m_01,987.9599,990.1515,2.1916,be a hip hop artist and stuff. Like I didn't know all that-,1,0,25.02713875,24.59,24.75
DCB_se3_ag3_m_01_1,1052,DCB_se3_ag3_m_01,1018.8738,1020.8043,1.9305,p- so Jesus wouldn't become and be the Messiah.,1,0,15.98040321,14.96,12.25
DCB_se3_ag3_m_01_1,1098,DCB_se3_ag3_m_01,1066.5568,1067.3448,0.788,and who I was gonna be.,1,0,11.94606478,11.3,9.0
DCB_se3_ag3_m_01_1,1132,DCB_se3_ag3_m_01,1098.9488,1100.2125,1.2637,"I won't be punked again, homie.",1,0,18.42296261,17.98,28.75
DCB_se3_ag3_m_01_1,1182,DCB_se3_ag3_m_01,1139.6526,1141.2379,1.5853,cause I'm not gonna be vulnerable anymore.,1,0,18.10549487,17.78,15.5
DCB_se3_ag3_m_01_1,1279,DCB_se3_ag3_m_01,1241.48,1243.5037,2.0237,One of my friends RD-NAME-1- I wanted to be just like RD-NAME-1.,1,0,16.03725347,15.81,4.25
DCB_se3_ag3_m_01_1,1509,DCB_se3_ag3_m_01,1494.3333,1495.1307,0.7974,"I'd be like, come on pastor,",1,0,22.46204872,22.04,12.5
DCB_se3_ag3_m_01_1,1700,DCB_se3_ag3_m_01,1691.149,1692.6784,1.5294,I thought I was gonna be a cartoon,1,0,21.27951841,20.91,11.0
DCB_se3_ag3_m_01_1,1723,DCB_se3_ag3_m_01,1709.4847,1711.4711,1.9864,So I thought I would be a voice over artist,1,0,33.28679273,32.99,21.0
DCB_se3_ag3_m_01_1,1729,DCB_se3_ag3_m_01,1718.8735,1723.3172,4.4437,Cause I wasn't- I'm not very athletic. I didn't like to play sports but I- I like to be creative and draw and write.,1,0,27.8837109,26.58,23.5
DCB_se3_ag3_m_01_1,1989,DCB_se3_ag3_m_01,1953.7408,1954.9158,1.175,to be the Youth um-,1,0,14.41149927,13.69,4.0
DCB_se3_ag3_m_01_1,2113,DCB_se3_ag3_m_01,2073.9692,2075.6945,1.7253,"um, cause I didn't wanna be anywhere near DC.",1,0,15.72425895,15.04,15.0
